branch,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,id,type
Avignon,Wool Merchant,Cash,,6987.12,,florin,1416-08-22,Loans Receivable,6987.12,Loan issued to Wool Merchant from Avignon branch,41790,loan_issuance
Rome,Sacred College,Deposits Payable,,979437.15,,florin,1416-08-22,Cash,979437.15,Deposit from Sacred College to Rome branch,41791,deposit
Milan,Textile Merchant,Loans Receivable,Interest Income,8443.87,1182.14,florin,1416-08-22,Cash,9626.01,Loan repayment from Textile Merchant with interest,41792,loan_repayment
Rome,Sacred College,Deposits Payable,,223424.24,,florin,1416-08-22,Cash,223424.24,Deposit from Sacred College to Rome branch,41793,deposit
London,London Operations,Cash,,513.34,,florin,1416-08-23,Rent,513.34,Rent expense for London branch,41794,operating_expense
Venice,Venice Operations,Cash,,34508.78,,florin,1416-08-23,Wages,34508.78,Wages expense for Venice branch,41795,operating_expense
Geneva,Geneva Operations,Cash,,200.9,,florin,1416-08-23,Security,200.9,Security expense for Geneva branch,41796,operating_expense
Rome,Cardinal's Office,Deposits Payable,,2298428.79,,florin,1416-08-24,Cash,2298428.79,Deposit from Cardinal's Office to Rome branch,41797,deposit
Rome,Textile Merchant,Trading Revenue,,31142.46,,florin,1416-08-24,Cash,31142.46,Alum sale from papal mines,41798,alum_trade
Rome,Cardinal's Office,Deposits Payable,,35401.88,,florin,1416-08-24,Cash,35401.88,Deposit from Cardinal's Office to Rome branch,41799,deposit
Avignon,Trading Company,Cash,,733665.87,,florin,1416-08-25,Deposits Payable,733665.87,Withdrawal by Trading Company,41800,withdrawal
Rome,Grain Merchant,Loans Receivable,Interest Income,10768.86,1507.6404,florin,1416-08-25,Cash,12276.5004,Loan repayment from Grain Merchant with interest,41801,loan_repayment
London,London Operations,Cash,,321.6,,florin,1416-08-25,Maintenance,321.6,Maintenance expense for London branch,41802,operating_expense
Rome,Apostolic Chamber,Deposits Payable,,2459.33,,florin,1416-08-25,Cash,2459.33,Deposit from Apostolic Chamber to Rome branch,41803,deposit
London,London Operations,Cash,,758.58,,florin,1416-08-25,Courier Services,758.58,Courier Services expense for London branch,41804,operating_expense
Rome,Sacred College,Deposits Payable,,37082.75,,florin,1416-08-25,Cash,37082.75,Deposit from Sacred College to Rome branch,41805,deposit
Rome,Transfer to Bruges,Cash,Exchange Fee Revenue,828909.74,13992.17,florin,1416-08-25,Due from Bruges,842901.91,Bill of exchange from Rome to Bruges,41806,bill_of_exchange
Rome,Papal Court,Deposits Payable,,21848.51,,florin,1416-08-26,Cash,21848.51,Deposit from Papal Court to Rome branch,41807,deposit
Rome,Vatican Treasury,Deposits Payable,,7040.62,,florin,1416-08-26,Cash,7040.62,Deposit from Vatican Treasury to Rome branch,41808,deposit
Rome,Wool Merchant,Trading Revenue,,889.51,,florin,1416-08-26,Cash,889.51,Alum sale from papal mines,41809,alum_trade
Rome,Papal Court,Deposits Payable,,1533442.69,,florin,1416-08-27,Cash,1533442.69,Deposit from Papal Court to Rome branch,41810,deposit
Rome,Rome Operations,Cash,,1555.85,,florin,1416-08-27,Rent,1555.85,Rent expense for Rome branch,41811,operating_expense
Rome,Wine Trader,Cash,,5057.82,,florin,1416-08-27,Loans Receivable,5057.82,Loan issued to Wine Trader from Rome branch,41812,loan_issuance
Rome,Cardinal's Office,Deposits Payable,,26331.39,,florin,1416-08-27,Cash,26331.39,Deposit from Cardinal's Office to Rome branch,41813,deposit
Rome,Papal Curia,Deposits Payable,,77092.0,,florin,1416-08-27,Cash,77092.0,Deposit from Papal Curia to Rome branch,41814,deposit
Geneva,Archbishop,Loans Receivable,Interest Income,16488.52,2308.39,florin,1416-08-27,Cash,18796.91,Loan repayment from Archbishop with interest,41815,loan_repayment
Bruges,Bruges Operations,Cash,,2550.03,,florin,1416-08-28,Courier Services,2550.03,Courier Services expense for Bruges branch,41816,operating_expense
Bruges,Duke of Milan,Deposits Payable,,11282.39,,florin,1416-08-28,Cash,11282.39,Deposit by Duke of Milan,41817,deposit
Bruges,Bruges Operations,Cash,,3483.81,,florin,1416-08-28,Maintenance,3483.81,Maintenance expense for Bruges branch,41818,operating_expense
Rome,Papal Court,Deposits Payable,,620646.66,,florin,1416-08-28,Cash,620646.66,Deposit from Papal Court to Rome branch,41819,deposit
Bruges,Transfer to London,Cash,Exchange Fee Revenue,75541.67,1165.96,florin,1416-08-29,Due from London,76707.63,Bill of exchange from Bruges to London,41820,bill_of_exchange
Venice,Wool Merchant,Cash,,3362.11,,florin,1416-08-29,Loans Receivable,3362.11,Loan issued to Wool Merchant from Venice branch,41821,loan_issuance
Florence,Republic of Florence,Cash,,202753.24,,florin,1416-08-29,Loans Receivable - Government,202753.24,War financing for Florentine operations against Milan,41822,war_financing
Geneva,King of Naples,Cash,,465329.89,,florin,1416-08-29,Loans Receivable,465329.89,Loan issued to King of Naples from Geneva branch,41823,loan_issuance
London,Textile Merchant,Cash,,251611.24,,florin,1416-08-29,Loans Receivable,251611.24,Loan issued to Textile Merchant from London branch,41824,loan_issuance
Milan,Milan Operations,Cash,,2305.3,,florin,1416-08-29,Supplies,2305.3,Supplies expense for Milan branch,41825,operating_expense
London,London Operations,Cash,,972.65,,florin,1416-08-29,Maintenance,972.65,Maintenance expense for London branch,41826,operating_expense
Rome,Papal Curia,Deposits Payable,,1104278.17,,florin,1416-08-29,Cash,1104278.17,Deposit from Papal Curia to Rome branch,41827,deposit
Florence,Wool Merchant,Loans Receivable,Interest Income,11586.8,2085.624,florin,1416-08-30,Cash,13672.424,Loan repayment from Wool Merchant with interest,41828,loan_repayment
Bruges,Transfer to London,Cash,Exchange Fee Revenue,5943.19,92.34,florin,1416-08-30,Due from London,6035.53,Bill of exchange from Bruges to London,41829,bill_of_exchange
London,Spice Merchant,Cash,,289573.8,,florin,1416-08-30,Deposits Payable,289573.8,Withdrawal by Spice Merchant,41830,withdrawal
Rome,Apostolic Chamber,Deposits Payable,,86531.16,,florin,1416-08-30,Cash,86531.16,Deposit from Apostolic Chamber to Rome branch,41831,deposit
Florence,Transfer to Rome,Cash,Exchange Fee Revenue,5868.83,105.75,florin,1416-08-31,Due from Rome,5974.58,Bill of exchange from Florence to Rome,41832,bill_of_exchange
Milan,Silk Trader,Cash,,6099.44,,florin,1416-08-31,Deposits Payable,6099.44,Withdrawal by Silk Trader,41833,withdrawal
Florence,Transfer to Milan,Cash,Exchange Fee Revenue,60199.61,860.95,florin,1416-08-31,Due from Milan,61060.56,Bill of exchange from Florence to Milan,41834,bill_of_exchange
Venice,Jewel Trader,Trading Revenue,,2050.42,,florin,1416-08-31,Cash,2050.42,Alum sale from papal mines,41835,alum_trade
Florence,Marquis,Cash,,86475.09,,florin,1416-08-31,Loans Receivable,86475.09,Loan issued to Marquis from Florence branch,41836,loan_issuance
Rome,Cardinal's Office,Deposits Payable,,36112.81,,florin,1416-08-31,Cash,36112.81,Deposit from Cardinal's Office to Rome branch,41837,deposit
Rome,Apostolic Chamber,Deposits Payable,,116264.89,,florin,1416-08-31,Cash,116264.89,Deposit from Apostolic Chamber to Rome branch,41838,deposit
Rome,Duke of Milan,Cash,,97819.26,,florin,1416-09-01,Deposits Payable,97819.26,Withdrawal by Duke of Milan,41839,withdrawal
Rome,Apostolic Chamber,Deposits Payable,,41241.88,,florin,1416-09-01,Cash,41241.88,Deposit from Apostolic Chamber to Rome branch,41840,deposit
Venice,Count of Urbino,Cash,,185232.05,,florin,1416-09-01,Loans Receivable,185232.05,Loan issued to Count of Urbino from Venice branch,41841,loan_issuance
Rome,Papal Court,Deposits Payable,,31741.37,,florin,1416-09-01,Cash,31741.37,Deposit from Papal Court to Rome branch,41842,deposit
Florence,Republic of Florence,Cash,,8179549.88,,florin,1416-09-02,Loans Receivable - Government,8179549.88,Loan to Venice for Lombardy Wars operations,41843,war_financing
London,Cloth Merchant,Cash,,19679.45,,florin,1416-09-02,Loans Receivable,19679.45,Loan issued to Cloth Merchant from London branch,41844,loan_issuance
Geneva,Geneva Operations,Cash,,144.85,,florin,1416-09-02,Courier Services,144.85,Courier Services expense for Geneva branch,41845,operating_expense
Bruges,Bruges Operations,Cash,,10006.49,,florin,1416-09-02,Maintenance,10006.49,Maintenance expense for Bruges branch,41846,operating_expense
Rome,Transfer to Milan,Cash,Exchange Fee Revenue,157786.91,3318.78,florin,1416-09-02,Due from Milan,161105.69,Bill of exchange from Rome to Milan,41847,bill_of_exchange
Avignon,Count of Urbino,Deposits Payable,,8904.16,,florin,1416-09-03,Cash,8904.16,Deposit by Count of Urbino,41848,deposit
Milan,Doge of Venice,Deposits Payable,,28341.46,,florin,1416-09-03,Cash,28341.46,Deposit by Doge of Venice,41849,deposit
London,Transfer to Avignon,Cash,Exchange Fee Revenue,273700.522368,4790.037632,florin,1416-09-03,Due from Avignon,278490.56,Bill of exchange from London to Avignon,41850,bill_of_exchange
Rome,Holy See,Deposits Payable,,81198.84,,florin,1416-09-03,Cash,81198.84,Deposit from Holy See to Rome branch,41851,deposit
Rome,Papal Curia,Deposits Payable,,81726.59,,florin,1416-09-03,Cash,81726.59,Deposit from Papal Curia to Rome branch,41852,deposit
Avignon,Avignon Operations,Cash,,4112.8,,florin,1416-09-04,Courier Services,4112.8,Courier Services expense for Avignon branch,41853,operating_expense
Rome,Jewel Trader,Cash,,2777.95,,florin,1416-09-04,Loans Receivable,2777.95,Loan issued to Jewel Trader from Rome branch,41854,loan_issuance
Venice,Armor Smith,Loans Receivable,Interest Income,4707.44,1035.64,florin,1416-09-04,Cash,5743.08,Loan repayment from Armor Smith with interest,41855,loan_repayment
Rome,Vatican Treasury,Deposits Payable,,30744.62,,florin,1416-09-04,Cash,30744.62,Deposit from Vatican Treasury to Rome branch,41856,deposit
Florence,Doge of Venice,Cash,,3504933.92,,florin,1416-09-05,Loans Receivable,3504933.92,Loan issued to Doge of Venice from Florence branch,41857,loan_issuance
Geneva,Duke of Milan,Deposits Payable,,612.92,,florin,1416-09-05,Cash,612.92,Deposit by Duke of Milan,41858,deposit
Rome,Papal Court,Deposits Payable,,464753.15,,florin,1416-09-05,Cash,464753.15,Deposit from Papal Court to Rome branch,41859,deposit
Rome,Papal Court,Deposits Payable,,17740.57,,florin,1416-09-06,Cash,17740.57,Deposit from Papal Court to Rome branch,41860,deposit
Rome,Apostolic Chamber,Deposits Payable,,560.8,,florin,1416-09-06,Cash,560.8,Deposit from Apostolic Chamber to Rome branch,41861,deposit
Rome,Cardinal's Office,Deposits Payable,,10070.78,,florin,1416-09-07,Cash,10070.78,Deposit from Cardinal's Office to Rome branch,41862,deposit
Geneva,Transfer to Rome,Cash,Exchange Fee Revenue,111160.5,2605.24,florin,1416-09-07,Due from Rome,113765.74,Bill of exchange from Geneva to Rome,41863,bill_of_exchange
Geneva,Silk Trader,Loans Receivable,Interest Income,137993.21,16559.19,florin,1416-09-07,Cash,154552.4,Loan repayment from Silk Trader with interest,41864,loan_repayment
Rome,Textile Merchant,Deposits Payable,,12977.84,,florin,1416-09-07,Cash,12977.84,Deposit by Textile Merchant,41865,deposit
Rome,Holy See,Deposits Payable,,64919.78,,florin,1416-09-08,Cash,64919.78,Deposit from Holy See to Rome branch,41866,deposit
Florence,Republic of Florence,Cash,,177652.32,,florin,1416-09-08,Loans Receivable - Government,177652.32,Loan to Venice for Lombardy Wars operations,41867,war_financing
Rome,Sacred College,Deposits Payable,,20468.17,,florin,1416-09-08,Cash,20468.17,Deposit from Sacred College to Rome branch,41868,deposit
Geneva,Geneva Operations,Cash,,2362.73,,florin,1416-09-08,Courier Services,2362.73,Courier Services expense for Geneva branch,41869,operating_expense
Florence,Lord,Cash,,9792.03,,florin,1416-09-09,Deposits Payable,9792.03,Withdrawal by Lord,41870,withdrawal
Rome,Papal Court,Deposits Payable,,100802.98,,florin,1416-09-09,Cash,100802.98,Deposit from Papal Court to Rome branch,41871,deposit
Venice,Wool Merchant,Loans Receivable,Interest Income,69174.93,15218.48,florin,1416-09-09,Cash,84393.41,Loan repayment from Wool Merchant with interest,41872,loan_repayment
Rome,Spice Merchant,Trading Revenue,,1816.43,,florin,1416-09-09,Cash,1816.43,Alum sale from papal mines,41873,alum_trade
Avignon,Avignon Operations,Cash,,129.62,,florin,1416-09-09,Maintenance,129.62,Maintenance expense for Avignon branch,41874,operating_expense
Rome,Vatican Treasury,Deposits Payable,,10348.68,,florin,1416-09-09,Cash,10348.68,Deposit from Vatican Treasury to Rome branch,41875,deposit
Geneva,Geneva Operations,Cash,,842.78,,florin,1416-09-10,Security,842.78,Security expense for Geneva branch,41876,operating_expense
Florence,Republic of Florence,Cash,,419947.36,,florin,1416-09-10,Loans Receivable - Government,419947.36,Loan to Venice for Lombardy Wars operations,41877,war_financing
London,Trading Company,Deposits Payable,,2643.94,,florin,1416-09-10,Cash,2643.94,Deposit by Trading Company,41878,deposit
Rome,Holy See,Deposits Payable,,226024.56,,florin,1416-09-10,Cash,226024.56,Deposit from Holy See to Rome branch,41879,deposit
Florence,Florence Operations,Cash,,763.23,,florin,1416-09-11,Maintenance,763.23,Maintenance expense for Florence branch,41880,operating_expense
Florence,Wine Trader,Cash,,518687.35,,florin,1416-09-11,Deposits Payable,518687.35,Withdrawal by Wine Trader,41881,withdrawal
Rome,Wine Trader,Trading Revenue,,21302.78,,florin,1416-09-11,Cash,21302.78,Alum sale from papal mines,41882,alum_trade
Rome,Papal Court,Deposits Payable,,9659.75,,florin,1416-09-11,Cash,9659.75,Deposit from Papal Court to Rome branch,41883,deposit
Rome,Papal Curia,Deposits Payable,,2040159.95,,florin,1416-09-11,Cash,2040159.95,Deposit from Papal Curia to Rome branch,41884,deposit
Venice,Cardinal,Deposits Payable,,12445.65,,florin,1416-09-12,Cash,12445.65,Deposit by Cardinal,41885,deposit
Rome,Holy See,Deposits Payable,,6731.69,,florin,1416-09-13,Cash,6731.69,Deposit from Holy See to Rome branch,41886,deposit
Geneva,Trading Company,Cash,,25234.15,,florin,1416-09-13,Deposits Payable,25234.15,Withdrawal by Trading Company,41887,withdrawal
Milan,Spice Merchant,Loans Receivable,Interest Income,5926.21,474.0968,florin,1416-09-14,Cash,6400.3068,Loan repayment from Spice Merchant with interest,41888,loan_repayment
Milan,Banking House,Deposits Payable,,8923.74,,florin,1416-09-14,Cash,8923.74,Deposit by Banking House,41889,deposit
Rome,Papal Curia,Deposits Payable,,77665.14,,florin,1416-09-14,Cash,77665.14,Deposit from Papal Curia to Rome branch,41890,deposit
Avignon,Cardinal,Deposits Payable,,52524.12,,florin,1416-09-14,Cash,52524.12,Deposit by Cardinal,41891,deposit
Florence,Republic of Florence,Cash,,225508.3,,florin,1416-09-14,Loans Receivable - Government,225508.3,Loan to Venice for Lombardy Wars operations,41892,war_financing
Rome,Apostolic Chamber,Deposits Payable,,28523.66,,florin,1416-09-15,Cash,28523.66,Deposit from Apostolic Chamber to Rome branch,41893,deposit
Avignon,Wine Trader,Loans Receivable,Interest Income,3479.21,487.0894,florin,1416-09-15,Cash,3966.2994,Loan repayment from Wine Trader with interest,41894,loan_repayment
Rome,Apostolic Chamber,Deposits Payable,,337439.85,,florin,1416-09-15,Cash,337439.85,Deposit from Apostolic Chamber to Rome branch,41895,deposit
Rome,Holy See,Deposits Payable,,2213252.32,,florin,1416-09-15,Cash,2213252.32,Deposit from Holy See to Rome branch,41896,deposit
Rome,Cardinal's Office,Deposits Payable,,31547.25,,florin,1416-09-15,Cash,31547.25,Deposit from Cardinal's Office to Rome branch,41897,deposit
Geneva,Jewel Trader,Cash,,26403.42,,florin,1416-09-15,Deposits Payable,26403.42,Withdrawal by Jewel Trader,41898,withdrawal
Rome,Holy See,Deposits Payable,,970835.06,,florin,1416-09-15,Cash,970835.06,Deposit from Holy See to Rome branch,41899,deposit
Geneva,Armor Smith,Loans Receivable,Interest Income,106666.25,12799.95,florin,1416-09-15,Cash,119466.2,Loan repayment from Armor Smith with interest,41900,loan_repayment
Rome,Vatican Treasury,Deposits Payable,,226519.11,,florin,1416-09-15,Cash,226519.11,Deposit from Vatican Treasury to Rome branch,41901,deposit
Rome,Sacred College,Deposits Payable,,35360.53,,florin,1416-09-15,Cash,35360.53,Deposit from Sacred College to Rome branch,41902,deposit
Rome,Vatican Treasury,Deposits Payable,,4842.0,,florin,1416-09-15,Cash,4842.0,Deposit from Vatican Treasury to Rome branch,41903,deposit
Rome,Vatican Treasury,Deposits Payable,,230514.01,,florin,1416-09-16,Cash,230514.01,Deposit from Vatican Treasury to Rome branch,41904,deposit
Rome,Silk Trader,Trading Revenue,,9987.95,,florin,1416-09-16,Cash,9987.95,Alum sale from papal mines,41905,alum_trade
Rome,Cardinal's Office,Deposits Payable,,488855.48,,florin,1416-09-16,Cash,488855.48,Deposit from Cardinal's Office to Rome branch,41906,deposit
Rome,Cardinal's Office,Deposits Payable,,21017.72,,florin,1416-09-16,Cash,21017.72,Deposit from Cardinal's Office to Rome branch,41907,deposit
Rome,Vatican Treasury,Deposits Payable,,32616.71,,florin,1416-09-16,Cash,32616.71,Deposit from Vatican Treasury to Rome branch,41908,deposit
Venice,Wool Merchant,Trading Revenue,,14476.02,,florin,1416-09-17,Cash,14476.02,Alum sale from papal mines,41909,alum_trade
Milan,Wine Trader,Cash,,15742.38,,florin,1416-09-17,Loans Receivable,15742.38,Loan issued to Wine Trader from Milan branch,41910,loan_issuance
London,London Operations,Cash,,9633.3,,florin,1416-09-17,Security,9633.3,Security expense for London branch,41911,operating_expense
Venice,Grain Merchant,Deposits Payable,,291550.56,,florin,1416-09-17,Cash,291550.56,Deposit by Grain Merchant,41912,deposit
Rome,Cardinal's Office,Deposits Payable,,818891.07,,florin,1416-09-17,Cash,818891.07,Deposit from Cardinal's Office to Rome branch,41913,deposit
